jobId,jobTitle,careerCluster,seniorityLevel,description,requiredSkills,skillCount,certifications,topRelatedRoles
job-267-react-developer,React Developer,Frontend & Web Development,Mid Level,Develops user interfaces using React.js framework. Responsibilities include implementing responsive designs and optimizing application performance.,JavaScript; React; HTML; CSS; Node.js; Redux; UI/UX Design; Git,8,Meta Front-End Developer Certificate; React Nanodegree (Udacity); AWS Certified Developer - Associate,JavaScript Developer; Front End Web Developer; Front End Developer; Front-End Designer; Junior Front End Developer
job-268-release-manager,Release Manager,General IT & Software,Lead / Manager,"Manages software releases, coordinating activities and ensuring smooth deployments.",Release Management; CI/CD Pipelines; Coordination; Communication,4,ITIL 4 Foundation; Certified Agile Project Manager,
job-269-requirements-manager,Requirements Manager,Product & Project Management,Lead / Manager,"Manages requirements for IT projects, ensuring they are well-defined and communicated.",Requirements Gathering; Analysis; Documentation; Communication,4,Certified Business Analysis Professional (CBAP); PMI Professional in Business Analysis (PMI-PBA),Product Manager; Web Project Manager; Technical Product Manager; Project Manager; Program Manager
job-270-rigging-artist,Rigging Artist,"Game, VFX & Creative Production",Mid Level,Creates rigs for animating 3D characters.,Rigging; Animation; 3D Modeling; Character Setup,4,Autodesk Maya Certified Professional; Houdini Certification (SideFX),Visual Effects Animator; Unity Developer; VFX Artist; Layout Artist; Character Designer
job-271-robotics-engineer,Robotics Engineer,Blockchain & Emerging Tech,Mid Level,Designs robotic systems by developing software/hardware components that enable robots to perform tasks autonomously or semi-autonomously.,Robotics; C++; Python; ROS; Embedded Systems; Control Systems; Sensors; Actuators,8,Certified LabVIEW Developer (CLD); ROS (Robot Operating System) Certification; Siemens Mechatronic Systems Certification,INTERNET OF THINGS (IoT) DEVELOPER
job-272-ruby-on-rails-developer,Ruby on Rails Developer,Backend & Software Development,Mid Level,Develops web applications using Ruby on Rails framework while focusing on back-end logic/integrating front-end components.,Ruby on Rails; Ruby; SQL; HTML; CSS; JavaScript; REST APIs; Git,8,Ruby Association Certified Ruby Programmer; AWS Certified Developer - Associate,Full Stack Python Developer/Programmer/Engineer; Full Stack JAVA Developer/Programmer/Engineer; PHP Developer; Full Stack Developer; Sharepoint Developer
job-273-salesforce-developer,Salesforce Developer,Backend & Software Development,Mid Level,Customizes Salesforce platform by developing applications/components using Apex/Visualforce while ensuring alignment with business processes.,Salesforce; Apex; Visualforce; Lightning; SOQL; Salesforce Administration; REST APIs,7,Salesforce Certified Platform Developer I & II; Salesforce Certified Administrator,Sharepoint Developer; Ruby on Rails Developer; Mulesoft Developer; Python Developer; Java Developer
job-274-sap-consultant,SAP Consultant,Cloud & DevOps Engineering,Mid Level,"Consults on SAP system implementation, customization, and support.",SAP Modules; Business Process Analysis; Implementation; Customization,4,SAP Certified Application Associate; SAP Certified Development Specialist,ERP Consultant
job-275-search-engine-optimization,Search Engine Optimization,General IT & Software,Mid Level,No description available,SEO; Keyword Research; On-Page Optimization; Off-Page Optimization; Content Marketing; Analytics,6,Google Analytics Certification; HubSpot Content Marketing Certification; SEMrush SEO Fundamentals Certification,
job-276-security-administrator,Security Administrator,Cybersecurity,Mid Level,"Administers security systems, managing user access and enforcing security policies.",Security Tools; System Administration; User Management; Security Policies,4,CompTIA Security+; Microsoft Certified: Security Operations Analyst Associate,
job-277-security-consultant,Security Consultant,Cybersecurity,Mid Level,"Provides security consulting services, assessing risks and recommending security solutions.",Security Consulting; Risk Assessment; Compliance; Security Solutions,4,Certified Information Systems Security Professional (CISSP); Certified Information Security Manager (CISM),Security Manager; IT Security Specialist; Infosec Analyst/Cybersecurity Analyst; Director of Security; Cybersecurity Specialist
job-278-security-engineer,Security Engineer,Cybersecurity,Mid Level,Implements and manages security measures to protect computer systems and networks.,Security Protocols; Threat Analysis; Risk Management; Incident Response,4,Offensive Security Certified Professional (OSCP); Certified Ethical Hacker (CEH),Cybersecurity Engineer; IT Security Specialist; Infosec Analyst/Cybersecurity Analyst; Cybersecurity Specialist; Cybersecurity Analyst
job-279-security-manager,Security Manager,Cybersecurity,Lead / Manager,"Manages security teams and initiatives, ensuring the protection of IT assets.",Security Management; Risk Assessment; Compliance; Team Leadership,4,Certified Information Security Manager (CISM); Certified Information Systems Auditor (CISA),Security Consultant; IT Security Specialist; Infosec Analyst/Cybersecurity Analyst; Director of Security; Cybersecurity Specialist
job-280-security-specialist,Security Specialist,Cybersecurity,Mid Level,Protects organizational data by implementing security measures. Responsibilities include conducting risk assessments and responding to security incidents.,Security; Network Security; Firewalls; IDS/IPS; Vulnerability Management; Penetration Testing; Security Auditing; Security Protocols; Threat Analysis; Compliance; Risk Management,11,Certified Ethical Hacker (CEH); CISSP (Certified Information Systems Security Professional); CompTIA Security+; OSCP (Offensive Security Certified Professional); GIAC Security Essentials Certification (GSEC); Certified Cloud Security Professional (CCSP),Information Security Analyst; IT Security Specialist; Security Engineer; Mobile Security Specialist; Infosec Analyst/Cybersecurity Analyst
job-281-selenium-engineer,Selenium Engineer,QA & Testing,Mid Level,"Designs and develops automated test scripts using Selenium. Responsibilities include creating test plans, executing tests, and reporting defects.",Selenium; Test Automation; Java; Python; WebDriver; CI/CD; Testing Frameworks,7,ISTQB Advanced Test Automation Engineer; Certified Selenium Professional; Test Automation Engineer (TAE) Certification,PyTest Engineer; QA Engineer; JUnit Engineer; JaCoCO Engineer; Coverage.py Engineer
job-282-senior-ansible-development-engineer,Senior Ansible Development Engineer,Cloud & DevOps Engineering,Senior,Leads development efforts for Ansible-based automation solutions. Responsibilities include mentoring junior engineers and designing complex playbooks.,Ansible; Automation; Infrastructure as Code; Cloud Computing; AWS; Azure; Linux; Python; Scripting; Networking; Leadership,11,Red Hat Certified Specialist in Ansible Automation; AWS Certified DevOps Engineer - Professional,Ansible Automation Engineer; DevOps Engineer; Cloud engineer; Ansible Operations Engineer; Senior DevOps Engineer
job-283-senior-build-and-release-engineer,Senior Build and Release Engineer,Cloud & DevOps Engineering,Senior,Leads build/release engineering efforts within an organization. Manages complex build environments while ensuring timely delivery of software releases.,CI/CD; Jenkins; Git; Maven; Gradle; Docker; Kubernetes; Automation; Scripting; Linux; Build Tools; Leadership; Mentoring; CI/CD Pipelines; Build Systems; Configuration Management,16,Certified Jenkins Engineer; AWS Certified DevOps Engineer – Professional; Puppet Certified Professional,Build and Release Engineer; Senior Build Engineer; Build Engineer; Jenkins Engineer; DevOps Engineer
job-284-senior-build-engineer,Senior Build Engineer,Cloud & DevOps Engineering,Senior,Oversees build processes for software projects at a senior level. Responsible for optimizing build times and maintaining build infrastructure.,Maven; Gradle; Ant; Jenkins; CI/CD; Git; Build Automation; Scripting; Linux; Version Control; Leadership; Mentoring; Build Systems; Automation; Software Configuration Management,15,Jenkins Certification; AWS Certified Developer – Associate; Certified Jenkins Engineer (CJE); AWS Certified DevOps Engineer - Professional,Build Engineer; Senior Build and Release Engineer; Build and Release Engineer; Bamboo Engineer; Artifactory Engineer
job-285-senior-cloud-architect,Senior Cloud Architect,Cloud & DevOps Engineering,Senior,Designs and implements cloud solutions at a senior level. Responsibilities include cloud strategy development and providing guidance on cloud best practices.,Cloud Architecture; AWS; Azure; Google Cloud; Microservices; Kubernetes; Docker; Security; Leadership,9,AWS Certified Solutions Architect - Professional; Google Professional Cloud Architect; Microsoft Certified: Azure Solutions Architect Expert,Senior DevOps Architect; Cloud Architect; Kubernetes Engineer; kubernetes Administrator; DevOps Architect
job-286-senior-devops-architect,Senior DevOps Architect,Cloud & DevOps Engineering,Senior,Leads DevOps initiatives at an architectural level by designing CI/CD pipelines and promoting automation across development teams.,Cloud Computing; AWS; Azure; Google Cloud; Docker; Kubernetes; Terraform; Ansible; CI/CD; Automation; Security; Networking; Leadership,13,AWS Certified DevOps Engineer - Professional; Google Professional Cloud DevOps Engineer; Certified Kubernetes Administrator (CKA),DevOps Architect; Kubernetes Engineer; kubernetes Administrator; Senior DevOps Engineer; DevOps Engineer
job-287-senior-devops-engineer,Senior DevOps Engineer,Cloud & DevOps Engineering,Senior,Drives DevOps initiatives at a senior level. Responsibilities include mentoring team members and implementing automation strategies.,Docker; Kubernetes; CI/CD; AWS; Azure; Linux; Terraform; Ansible; Jenkins; Git; Automation; Networking; Python; Cloud Computing; Leadership; DevOps Practices; System Architecture,17,AWS Certified DevOps Engineer – Professional; Docker Certified Associate; Certified Jenkins Engineer (CJE); Kubernetes Certified Administrator (CKA),DevOps Engineer; DevOps Architect; Senior DevOps Architect; Kubernetes Engineer; kubernetes Administrator
job-288-senior-devsecops-architect,Senior DevSecOps Architect,Cloud & DevOps Engineering,Senior,Integrates security into DevOps practices at an architectural level by designing secure CI/CD pipelines and implementing security best practices.,DevSecOps; Cloud Security; Kubernetes; Docker; Terraform; Ansible; CI/CD; Security Automation; Vulnerability Management; Leadership,10,Certified DevSecOps Professional (CDP); AWS Certified Security - Specialty; Certified Kubernetes Security Specialist (CKS),DevSecOps Architect; DevSecOps Engineer; Senior DevOps Architect; Senior DevOps Engineer; GCP DevOps Engineer
job-289-senior-it-consultant,Senior IT Consultant,Cloud & DevOps Engineering,Senior,"Provides IT consulting services, managing projects and providing technical expertise.",IT Consulting; Project Management; Technical Expertise; Client Management,4,Certified Management Consultant (CMC); Certified Information Systems Security Professional (CISSP),Technology Sales Consultant; Information Technology Analyst; Cloud Migration Specialist; JIRA Engineer; Jira Administrator
job-290-senior-sre-architect,Senior SRE Architect,Site Reliability & Platform Engineering,Senior,Leads SRE efforts at an architectural level by designing scalable/reliable systems while improving incident response strategies.,SRE; Monitoring; Kubernetes; Docker; Cloud Platforms; Linux; Automation; DevOps; CI/CD; Python; Networking; Leadership,12,Google Professional Cloud DevOps Engineer; Certified Kubernetes Administrator (CKA); AWS Certified Solutions Architect - Professional,Senior SRE Engineer; SRE Engineer; Site Reliability Engineer (Kubernetes – Docker); SRE Architect; Kubernetes Operations Engineer
job-291-senior-sre-engineer,Senior SRE Engineer,Site Reliability & Platform Engineering,Senior,Drives site reliability efforts by implementing monitoring solutions and automating incident response. Responsible for improving service availability.,SRE; Monitoring; Kubernetes; Docker; Cloud Platforms; Linux; Automation; DevOps; CI/CD; Python; Networking; Leadership,12,Google Professional Cloud DevOps Engineer; Certified Kubernetes Administrator (CKA); AWS Certified Solutions Architect - Professional,Senior SRE Architect; SRE Engineer; Site Reliability Engineer (Kubernetes – Docker); SRE Architect; Kubernetes Operations Engineer
job-292-seo-consultant,SEO Consultant,Cloud & DevOps Engineering,Mid Level,"Advises on SEO strategies, improving website visibility and organic traffic.",Search Engine Optimization; Keyword Research; Content Optimization; Link Building,4,Google SEO Fundamentals; HubSpot Content Marketing Certification,
job-293-seo-manager,SEO Manager,Sales & Technical Consulting,Lead / Manager,"Manages SEO initiatives, leading teams and monitoring performance.",SEO Strategy; Team Leadership; Performance Monitoring; Reporting,4,Google Analytics Individual Qualification (GAIQ); SEMrush SEO Toolkit Course,
job-294-sharepoint-developer,Sharepoint Developer,Backend & Software Development,Mid Level,Develops applications on SharePoint platform using technologies like .NET and JavaScript. Responsibilities include customizing SharePoint sites and building web parts.,SharePoint; NET; C#; JavaScript; PowerShell; SharePoint Framework; REST APIs,7,Microsoft Certified: SharePoint Developer; Microsoft 365 Certified: Developer Associate,Ruby on Rails Developer; .NET Developer; C# Developer; Microsoft Dynamics Developer; Full Stack Python Developer/Programmer/Engineer
job-295-sharepoint-manager,Sharepoint Manager,General IT & Software,Lead / Manager,"Manages SharePoint environments, leading teams and ensuring efficient collaboration.",SharePoint; Team Leadership; Project Management; Collaboration,4,Microsoft Certified: Power Platform Solution Architect; Microsoft 365 Certified: Teams Administrator Associate,Manager Unix; Manager Php; Manager .NET; Computer and Information Research Manager; Technical Lead
job-296-site-reliability-engineer-kubernetes-docker,SITE RELIABILITY ENGINEER (KUBERNETES Â€ï¿½ DOCKER),Site Reliability & Platform Engineering,Mid Level,Ensures the reliability and performance of systems running on Kubernetes and Docker.,Kubernetes; Docker; System Reliability; Automation; Monitoring,5,AWS Certified DevOps Engineer - Professional; Kubernetes Certified Administrator (CKA),SRE Architect; SRE Engineer; Site Reliability Engineer (Kubernetes – Docker); Senior SRE Engineer; Senior SRE Architect
job-297-site-reliability-engineer-kubernetes-docker,Site Reliability Engineer (Kubernetes – Docker),Site Reliability & Platform Engineering,Mid Level,Focuses on maintaining high availability of containerized applications using Kubernetes/Docker while implementing SRE best practices.,SRE; Kubernetes; Docker; Linux; Cloud Computing; Monitoring; Automation; CI/CD; Networking; Troubleshooting,10,Certified Kubernetes Administrator (CKA); Docker Certified Associate,SRE Architect; Senior SRE Engineer; Senior SRE Architect; SRE Engineer; Kubernetes Operations Engineer
job-298-software-architect,Software Architect,Backend & Software Development,Senior,"Designs and leads the development of software systems, ensuring scalability and maintainability.",System Architecture; Design Patterns; Programming Languages; Cloud Computing,4,AWS Certified Solutions Architect - Professional; TOGAF Certified Enterprise Architect,Python Architect; Java Architect; Software Development Engineer; Lead Programmer; Application Engineer
job-299-software-developer,Software Developer,Software Development (General),Mid Level,"Develops software applications based on specifications provided by stakeholders. Responsibilities include coding, testing, debugging, and collaborating on projects.",Programming; Algorithms; Data Structures; Debugging; Software Development; Python; Java; C++,8,Microsoft Certified: Azure Developer Associate; AWS Certified Developer - Associate; Oracle Certified Professional Java SE Developer,Developer; Software Engineer; Entry Level Developer; New Grad Software Engineer; Junior Software Engineer
job-300-software-development-engineer,Software Development Engineer,Backend & Software Development,Mid Level,"Develops software applications, implementing algorithms and solving complex problems.",Software Development; Programming Languages; Algorithm Design; Problem Solving,4,AWS Certified Developer; Microsoft Certified: Azure Developer Associate,Lead Programmer; Coder; Computer Programmer; Entry Level Programmer; Software Architect
job-301-software-development-manager,Software Development Manager,Software Development (General),Lead / Manager,"Manages software development teams and projects, ensuring efficient development practices.",Software Development; Team Leadership; Project Management; Software Architecture,4,PMP (Project Management Professional); Certified ScrumMaster (CSM),Software Developer; Developer; Fortify Engineer; Entry Level Developer
job-302-software-engineer,Software Engineer,Software Development (General),Mid Level,"Designs, develops, and tests software applications to meet business needs. Requires strong problem-solving skills and knowledge of software development methodologies.",Java; C++; Python; Algorithms; Data Structures; Software Design; Git; Jenkins; CI/CD; Cloud Computing,10,Microsoft Certified: Azure Developer Associate; AWS Certified Developer - Associate; Oracle Certified Professional Java SE Developer,Software Developer; Developer; New Grad Software Engineer; Junior Software Engineer; Junior Software Developer
job-303-software-quality-assurance-analyst,Software Quality Assurance Analyst,QA & Testing,Mid Level,Ensures software quality through testing and reporting.,QA Processes; Test Planning; Test Execution; Reporting,4,ISTQB Foundation Level Certification; Certified Software Quality Analyst (CSQA),Quality Assurance Manager
job-304-sonarqube-engineer,SonarQube Engineer,Cloud & DevOps Engineering,Mid Level,Manages SonarQube instance to measure/track code quality. Responsible for configuring quality profiles/gates while providing feedback to development teams.,SonarQube; Code Quality; Static Code Analysis; Java; NET; Security; CI/CD,7,Certified Secure Software Lifecycle Professional (CSSLP); OWASP Top 10 Security Testing Certifications,Octopus Deploy Engineer; New Relic Engineer; Micro services / API Lead Designer; MAVEN Engineer; Gradle Engineer
job-305-splunk-engineer,Splunk Engineer,Cloud & DevOps Engineering,Mid Level,"Implements Splunk solutions for log analysis, security monitoring, and operational intelligence. Responsible for creating dashboards/alerts and managing data ingestion.",Splunk; Data Analysis; Log Management; Security; Dashboards; Alerting; Scripting; Linux; AWS; Azure; System Monitoring,11,Splunk Core Certified Power User; Splunk Enterprise Security Admin; Kubernetes Certified Administrator (CKA); Docker Certified Associate,Cloud engineer; Cloud administrator; Nagios Engineer; Kubernetes Engineer; kubernetes Administrator
job-306-splunk-enterprise-security-engineer,Splunk Enterprise Security Engineer,Cybersecurity,Mid Level,Manages Splunk Enterprise Security environment to detect/respond to security incidents. Requires expertise in threat detection techniques.,Splunk Enterprise Security; Security Information and Event Management (SIEM); Threat Detection; Incident Response; Security Analysis,5,Splunk Core Certified User; Splunk Core Certified Power User; Splunk Enterprise Security Certified Admin,Security Engineer; Machine Learning Engineer for Cybersecurity; Infosec Analyst/Cybersecurity Analyst; Director of Security; Cybersecurity Specialist
job-307-sql-developer,SQL Developer,Data & Database Engineering,Mid Level,"Writes SQL code for database applications. Responsibilities include creating stored procedures, optimizing queries, and designing database schemas.",SQL; T-SQL; SQL Server; Database Design; Performance Tuning; ETL; SSRS; SSIS; Data Modeling,9,Microsoft Certified: Azure Data Engineer Associate; Oracle Database SQL Certified Associate,Database Architect; Oracle SQL Developer; Oracle Developer; Data Architect; Database Administrator
job-308-sre-architect,SRE Architect,Site Reliability & Platform Engineering,Senior,Designs Site Reliability Engineering strategies to improve system reliability while reducing operational overheads through automation.,SRE; Cloud Architecture; Kubernetes; Docker; Monitoring; Incident Management; Automation; CI/CD; Networking,9,Google Professional Cloud DevOps Engineer; Certified Kubernetes Administrator (CKA); AWS Certified Solutions Architect - Professional,Site Reliability Engineer (Kubernetes – Docker); Senior SRE Engineer; Senior SRE Architect; SRE Engineer; SITE RELIABILITY ENGINEER (KUBERNETES Â€ï¿½ DOCKER)
job-309-sre-engineer,SRE Engineer,Site Reliability & Platform Engineering,Mid Level,"Implements Site Reliability Engineering practices by monitoring systems, responding to incidents, and automating operational tasks.",SRE; Monitoring; Kubernetes; Docker; Cloud Platforms; Linux; Automation; DevOps; CI/CD; Python,10,Google Professional Cloud DevOps Engineer; Certified Kubernetes Administrator (CKA); AWS Certified Solutions Architect - Professional,Senior SRE Engineer; Senior SRE Architect; Site Reliability Engineer (Kubernetes – Docker); SRE Architect; SITE RELIABILITY ENGINEER (KUBERNETES Â€ï¿½ DOCKER)
job-310-storyboard-artist,Storyboard Artist,"Game, VFX & Creative Production",Mid Level,"Creates storyboards for films, animations, and other media.",Storyboarding; Drawing; Visual Communication; Film/Animation,4,Storyboard Pro Certification; Animation Mentor Storyboarding Course,Character Designer; Animator; 2d Artist/Animator; Computer Graphics Animator
job-311-systems-administrator,Systems Administrator,Networking & Systems Administration,Mid Level,"Manages computer systems within an organization. Responsibilities include configuring servers, troubleshooting issues, and ensuring system security.",Linux Administration; Windows Server Administration; Networking; Troubleshooting; Scripting; Virtualization,6,CompTIA Linux+; Red Hat Certified System Administrator (RHCSA); Microsoft Certified: Windows Server Hybrid Administrator Associate,Network and Systems Administrator; Manager Linux; Linux Administrator; IT Systems Administrator; Computer Network Specialist
job-312-systems-engineer,Systems Engineer,Software Development (General),Mid Level,"Designs and implements IT systems that meet business requirements. Responsibilities include system integration, testing, and deployment.",Systems Design; Linux Administration; Windows Server Administration; Networking; Cloud Computing,5,CompTIA Server+; Microsoft Certified: Azure Solutions Architect Expert; Red Hat Certified Engineer (RHCE),IT Engineer; Powershell Engineer; Software Engineer; ELK Engineer
job-313-systems-integration-manager,Systems Integration Manager,Enterprise Systems & ERP/CRM,Lead / Manager,"Manages systems integration projects, leading teams and ensuring successful integration.",Systems Integration; Project Management; Team Leadership; Communication,4,TOGAF 9 Certified; Microsoft Certified: Azure Integration Architect,
job-314-teamcity-engineer,TeamCity Engineer,Cloud & DevOps Engineering,Mid Level,Manages TeamCity CI/CD server by configuring build configurations/pipelines and integrating with source control systems.,TeamCity; CI/CD; Build Automation; Version Control; Git,5,JetBrains TeamCity Certification (if available); AWS Certified DevOps Engineer - Professional,MAVEN Engineer; Gradle Engineer; Bamboo Engineer; Build Engineer; GitLab Engineer
job-315-tech-sales-engineer,Tech Sales Engineer,Sales & Technical Consulting,Mid Level,Supports sales efforts by providing technical expertise during presentations/demonstrations while answering questions about technical aspects.,Technical Sales; Product Knowledge; Customer Engagement; Networking Technologies,4,AWS Certified Cloud Practitioner; Google Cloud Digital Leader; Microsoft Certified: Azure Fundamentals,
job-316-technical-account-manager,Technical Account Manager,General IT & Software,Lead / Manager,Manages relationships with technical customers while providing support/guidance on their technology needs. Acts as a liaison between customer/engineering teams.,Account Management; Technical Support; Customer Relationship Management (CRM); Project Management; Customer Relationship Management; Sales,6,AWS Certified Solutions Architect - Associate; Google Professional Cloud Architect; Microsoft Certified: Azure Administrator Associate; AWS Certified Cloud Practitioner; Google Cloud Digital Leader,Sharepoint Manager; Manager Unix; Manager Php; Manager .NET; Computer and Information Research Manager
job-317-technical-animator,Technical Animator,"Game, VFX & Creative Production",Mid Level,Develops tools and workflows for animation production.,Technical Animation; Scripting; Programming; Animation Software,4,Certified Technical Artist (Unity); Unreal Engine Technical Animator Certification,Motion Graphics Artist; Effects Technical Director (FX TD); Animator; 2d Artist/Animator; Computer Graphics Animator
job-318-technical-lead,Technical Lead,General IT & Software,Lead / Manager,Leads technical teams on projects by providing guidance/mentorship while driving technical direction/decisions within projects.,Team Leadership; Project Management; Software Development Lifecycle (SDLC); Agile Methodologies; Technical Leadership; Software Development; Mentoring,7,AWS Certified Solutions Architect - Professional; Microsoft Certified: Azure Solutions Architect Expert; Google Professional Cloud Architect; AWS Certified Solutions Architect,Sharepoint Manager; Manager Unix; Manager Php; Manager .NET; Computer and Information Research Manager
job-319-technical-operations-officer,Technical Operations Officer,General IT & Software,Mid Level,"Manages technical operations, ensuring the stability and performance of IT systems.",Technical Operations; Infrastructure Management; System Administration; Incident Response,4,ITIL 4 Leader: Digital & IT Strategy; AWS Certified DevOps Engineer - Professional,
job-320-technical-product-manager,Technical Product Manager,Product & Project Management,Lead / Manager,"Manages technical products, defining product strategy and gathering requirements.",Product Management; Technical Expertise; Market Analysis; Requirements Gathering,4,Certified Scrum Product Owner (CSPO); Pragmatic Institute Certification,Product Manager; Requirements Manager
job-321-technology-adoption-manager,Technology Adoption Manager,Executive & Technology Leadership,Lead / Manager,"Manages technology adoption initiatives, providing training and communication to ensure successful adoption.",Technology Adoption; Training; Communication; Change Management,4,AWS Certified Cloud Practitioner; ITIL 4 Digital & IT Strategy,Integration Director; Implementation Director; Director of Engineering
job-322-technology-assistant,Technology Assistant,IT Support & Operations,Mid Level,Provides technical and administrative support to IT teams.,Technical Support; Administrative Support; Hardware/Software; Troubleshooting,4,CompTIA IT Fundamentals+; Microsoft Office Specialist (MOS),IT Technician; IT Support Specialist; Help Desk Technician; Computer Support Specialist; IT Apprentice
job-323-technology-manager,Technology Manager,Executive & Technology Leadership,Lead / Manager,"Manages IT teams and projects, ensuring efficient operations.",IT Management; Team Leadership; Project Management; Budgeting,4,Certified Information Systems Security Professional (CISSP); ITIL 4 Managing Professional,IT Director; Director Oracle; Integration Director; Implementation Director; Director Hardware
job-324-technology-officer,Technology Officer,Executive & Technology Leadership,Mid Level,"Provides technology leadership, defining IT strategy and driving innovation.",IT Strategy; Leadership; Innovation; Project Management,4,Certified Chief Information Security Officer (CCISO); ITIL 4 Strategic Leader,Chief Information Officer (CIO); Chief Information Officer; Director of Engineering; Technology Manager; IT Director
job-325-technology-sales-consultant,Technology Sales Consultant,Cloud & DevOps Engineering,Mid Level,"Sells technology solutions, providing technical expertise and building customer relationships.",Sales; Technology Solutions; Customer Relationship Management; Technical Expertise,4,ITIL 4 Foundation; CompTIA IT Fundamentals,Senior IT Consultant
job-326-technology-specialist,Technology Specialist,IT Support & Operations,Mid Level,"Provides technical expertise and support, resolving complex IT issues.",Technical Expertise; Problem Solving; Troubleshooting; IT Support,4,AWS Certified Solutions Architect; Microsoft Certified: Azure Solutions Architect Expert,Technology Assistant; IT Technician; IT Support Specialist; IT Apprentice; Help Desk Technician
job-327-terraform-engineer,Terraform Engineer,Cloud & DevOps Engineering,Mid Level,Writes Terraform scripts to automate infrastructure provisioning across cloud platforms. Requires expertise in Infrastructure as Code (IaC) practices.,Terraform; Infrastructure as Code (IaC); AWS; Azure; Google Cloud,5,HashiCorp Certified: Terraform Associate; AWS Certified DevOps Engineer - Professional,Packer Engineer; Senior DevOps Architect; Cloud automation engineer; Senior Cloud Architect; DevOps Architect
job-328-tfs-engineer,TFS Engineer,Cloud & DevOps Engineering,Mid Level,Manages Team Foundation Server (TFS) to support software development processes. Responsibilities include configuring build pipelines and managing version control.,TFS (Team Foundation Server); NET Development Tools; NET Framework,3,Microsoft Certified: DevOps Engineer Expert; Azure DevOps Solutions Certification,
job-329-udeploy-engineer,UDeploy Engineer,Software Development (General),Mid Level,Manages deployment processes using UrbanCode Deploy. Responsibilities include configuring deployment projects and automating release workflows.,UDeploy (UrbanCode Deploy); CI/CD; Automation; Deployment Strategies; Version Control,5,IBM UrbanCode Deploy Certification; AWS Certified DevOps Engineer - Professional,Git Engineer; Bitbucket Engineer; Powershell Engineer; Software Engineer
job-330-ui-user-interface-designer,UI (User Interface) Designer,UX/UI & Product Design,Mid Level,"Designs user interfaces, ensuring usability and aesthetic appeal.",UI Design; User Research; Prototyping; Usability Testing,4,Google UX Design Certificate; Nielsen Norman Group UX Certification,UX/UI Specialist; UX/UI Designer; UX Designer; Interaction Designer; UX/UI Researcher
job-331-ui-designer,UI Designer,UX/UI & Product Design,Mid Level,Designs user interfaces that are visually appealing while intuitive to use. Responsibilities include creating mockups/prototypes and conducting user research.,UI Design Principles; Wireframing; Prototyping; Adobe Creative Suite; Figma; User Testing,6,Google UX Design Professional Certificate; Nielsen Norman Group UX Certification; Adobe Certified Expert (ACE),UX Designer; Interaction Designer; Information Architect; UX/UI Specialist; UX/UI Designer
job-332-ui-developer,UI Developer,Frontend & Web Development,Mid Level,"Develops user interfaces using HTML5, CSS3, JavaScript while focusing on responsive design principles. Collaborates with UI designers to implement designs.",HTML5; CSS3; JavaScript; jQuery; Responsive Design; AngularJS; ReactJS,7,Meta Front-End Developer Certificate; AWS Certified Developer - Associate; React Nanodegree (Udacity),Web Developer; Front-End Designer; Front End Developer; Junior Web Developer; React Developer
job-333-unity-developer,Unity Developer,"Game, VFX & Creative Production",Mid Level,Develops interactive content with Unity engine including 3D simulations while working with assets created by graphic designers,Unity3D Engine; C#; Game Development Principles; 3D Modeling; Animation,5,Unity Certified Associate: Game Developer; Unity Certified Expert Programmer,Visual Effects Animator; Rigging Artist; Game Developer; VFX Artist; Layout Artist
job-334-ux-designer,UX Designer,UX/UI & Product Design,Mid Level,Conducts user research studies to gather insights on user behavior. Create wireframes/mockups based on data collected from research initiatives,User Experience Design Principles; User Research; Wireframing; Prototyping; Usability Testing; Interaction Design,6,Google UX Design Professional Certificate; Nielsen Norman Group UX Certification; Adobe Certified Expert (ACE),Interaction Designer; UX/UI Specialist; UX/UI Designer; UI (User Interface) Designer; Information Architect
job-335-ux-ui-designer,UX/UI Designer,UX/UI & Product Design,Mid Level,"Designs user interfaces and experiences, ensuring usability and aesthetic appeal.",UX/UI Design; User Research; Prototyping; Usability Testing,4,Nielsen Norman Group UX Certification; Google UX Design Professional Certificate,UX/UI Specialist; UI (User Interface) Designer; UX Designer; Interaction Designer; UX/UI Researcher
job-336-ux-ui-researcher,UX/UI Researcher,UX/UI & Product Design,Mid Level,Conducts user research and usability testing to inform design decisions.,User Research; Usability Testing; Data Analysis; Reporting,4,Nielsen Norman Group UX Certification; Google UX Design Certificate,UX/UI Specialist; UX/UI Designer; UI (User Interface) Designer; UX Designer; Interaction Designer
job-337-ux-ui-specialist,UX/UI Specialist,UX/UI & Product Design,Mid Level,"Designs user interfaces and experiences, ensuring usability and aesthetic appeal.",UX/UI Design; User Research; Prototyping; Usability Testing,4,Interaction Design Foundation (IDF) Certification; HFI Certified Usability Analyst,UX/UI Designer; UI (User Interface) Designer; UX Designer; Interaction Designer; UX/UI Researcher
job-338-vault-engineer,Vault Engineer,Cloud & DevOps Engineering,Mid Level,Implement secret management to the cloud application.,HashiCorp Vault; Secrets Management; Encryption; Access Control; Cloud Security,5,HashiCorp Certified: Vault Associate; AWS Certified Security - Specialty,Cloud/Software Architect; Falco Engineer; Senior DevSecOps Architect; DevSecOps Architect; DevSecOps Engineer
